         420213 function calls (416515 primitive calls) in 2.326 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\packaging\version.py:42(_BaseVersion)
        5    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\datetime.py:292(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\_parseaddr.py:495(AddressList)
       12    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:1841(FileMetadata)
        2    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\codecs.py:259(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\zipfile.py:1717(PyZipFile)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\pkgutil.py:186(ImpImporter)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\tarfile.py:578(_StreamProxy)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3824(_NullToken)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:975(subscribe)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:1590(EmptyProvider)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\tempfile.py:415(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\parser.py:17(Parser)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\datetime.py:934(tzinfo)
        6    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4165(postParse)
        4    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:289(__init__)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\selectors.py:50(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1448(_FifoCache)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\pprint.py:72(_safe_key)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\tempfile.py:458(_TemporaryFileWrapper)
        2    0.000    0.000    0.000    0.000 {method 'set_alpha' of 'pygame.Surface' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\functools.py:391(lru_cache)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3753(OneOrMore)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4091(_ForwardNoRecurse)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\os.py:738(check_str)
        2    0.000    0.000    0.000    0.000 rts.py:1315(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4259(OnlyOnce)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\packaging\_structures.py:39(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\subprocess.py:476(Handle)
        3    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:418(register_loader_type)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\packaging\requirements.py:75(Requirement)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\calendar.py:132(__init__)
        8    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\six.py:75(_add_doc)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3061(StringEnd)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3046(StringStart)
        6    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\urllib\parse.py:648(Quoter)
        1    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\__future__.py:78(_Feature)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\packaging\markers.py:258(Marker)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\zipfile.py:671(_Tellable)
        3    0.000    0.000    0.000    0.000 C:\Users\damie_000\Documents\GitHub\tallentaa\projet_rts\python\engine.py:99(line)
        1    0.000    0.000    0.000    0.000 rts.py:836(get_players)
        2    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\six.py:173(__init__)
        2    0.000    0.000    0.000    0.000 rts.py:820(get_building_type_by_name)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\zipfile.py:531(LZMACompressor)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:15(InvalidSpecifier)
        2    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\imp.py:108(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\tarfile.py:2406(TarIter)
        1    0.000    0.000    0.000    0.000 rts.py:479(update)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\parser.py:72(HeaderParser)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\urllib\parse.py:165(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\sre_parse.py:92(checkgroup)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\tarfile.py:304(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\subprocess.py:632(CompletedProcess)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\sre_parse.py:278(seek)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\_policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\subprocess.py:430(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\parser.py:80(BytesParser)
        2    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\calendar.py:71(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3026(LineEnd)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:1007(_ReqExtras)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:1605(ZipManifests)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        2    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:639(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\urllib\parse.py:250(ParseResult)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\six.py:124(_LazyModule)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\plistlib.py:109(Dict)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2302(Token)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:280(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\calendar.py:28(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4233(Suppress)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:1539(EggProvider)
        2    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\feedparser.py:531(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\win32com\__init__.py:76(__PackageSupportBuildPath__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\string.py:51(_TemplateMetaclass)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\six.py:86(_LazyDescr)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2440(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 <string>:1(error)
        1    0.000    0.000    0.000    0.000 rts.py:1406(click)
        6    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\urllib\parse.py:117(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:288(_ParseResultsWithOffset)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\calendar.py:500(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4168(Dict)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\errors.py:78(HeaderDefect)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\packaging\markers.py:44(Node)
        1    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\parser.py:127(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2336(Literal)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:1901(EggMetadata)
        3    0.000    0.000    0.000    0.000 C:\Users\damie_000\Documents\GitHub\tallentaa\projet_rts\python\engine.py:127(set_texture_path)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\tarfile.py:267(TarError)
        4    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:1919(register_finder)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\calendar.py:531(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\Documents\GitHub\tallentaa\projet_rts\python\game.py:6(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\zipfile.py:554(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\urllib\parse.py:195(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\packaging\_compat.py:27(metaclass)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\zipfile.py:650(_SharedFile)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\urllib\parse.py:237(DefragResult)
        1    0.000    0.000    0.000    0.000 rts.py:473(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\plistlib.py:587(InvalidFileException)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\errors.py:24(MultipartConversionError)
        2    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\calendar.py:52(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4252(postParse)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\six.py:139(MovedAttribute)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2321(NoMatch)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2310(Empty)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\message.py:1140(EmailMessage)
        1    0.000    0.000    0.000    0.000 rts.py:741(set_building_types)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2972(_PositionToken)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2463(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\errors.py:33(MessageDefect)
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1429(_UnboundedCache)
        2    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\imp.py:109(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:199(SetuptoolsLegacyVersion)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\urllib\parse.py:125(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:261(ParseSyntaxException)
        1    0.000    0.000    0.000    0.000 {method 'get_fps' of 'Clock' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\tarfile.py:270(ExtractError)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\tarfile.py:712(ExFileObject)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\tarfile.py:273(ReadError)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:1167(ExtractionError)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\shutil.py:55(SpecialFileError)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 rts.py:735(set_elem_types)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:2804(RequirementParseError)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\urllib\parse.py:245(SplitResult)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\socket.py:120(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\sre_parse.py:95(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\urllib\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\calendar.py:21(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\tarfile.py:294(InvalidHeaderError)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pygame\compat.py:74(get_BytesIO)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\urllib\parse.py:256(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\six.py:380(Module_six_moves_urllib_request)
        4    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:2018(register_namespace_handler)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\shutil.py:52(SameFileError)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\tarfile.py:285(EmptyHeaderError)
        2    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3327(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\packaging\markers.py:37(UndefinedEnvironmentName)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\xml\__init__.py:17(<module>)
        1    0.000    0.000    0.000    0.000 rts.py:729(set_name)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\subprocess.py:371(SubprocessError)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\uu.py:39(Error)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:256(ParseFatalException)
        2    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:1960(find_nothing)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:89(PEP440Warning)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:169(_Constants)
        1    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\urllib\parse.py:264(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:1598(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\tarfile.py:288(TruncatedHeaderError)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\six.py:360(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\calendar.py:488(different_locale)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\tarfile.py:276(CompressionError)
        1    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:195(SetuptoolsVersion)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\errors.py:84(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\errors.py:101(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 <string>:11(com_error)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:1187(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\packaging\markers.py:56(Variable)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\zipfile.py:40(BadZipFile)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\calendar.py:138(setfirstweekday)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:2717(EggInfoDistribution)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\tarfile.py:279(StreamError)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\tarfile.py:297(SubsequentHeaderError)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:235(ParseException)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\packaging\version.py:36(InvalidVersion)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\shutil.py:49(Error)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\shutil.py:62(ReadError)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\packaging\requirements.py:18(InvalidRequirement)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\zipfile.py:44(LargeZipFile)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\six.py:320(Module_six_moves_urllib_parse)
